,Calle 13,Trisha Paytas,The Stanley Brothers,LMFAO,Pere Ubu,Pixies,The Four Tops,Michael Jackson,ABBA,Rage Against the Machine,SODA LUV,Rihanna,P!nk,The Shirelles,STARSET,Juelz Santana,The Who,NEFFEX,Alexia,PHARAOH,Nickelback,Portishead,Keane,The Byrds,Pavement,Coldplay,Green Day,New Order,Death Cab for Cutie,The Chicks,The Pretty Reckless,Big Baby Tape,The LovinтАЩ Spoonful,Shanti Dope,Hamburger Helper,The Hollies,The Flamingos,Josylvio,The Animals,Radiohead,The Boswell Sisters,Puffy AmiYumi,The Monkees,The Smiths,Sleater-Kinney,Алла Пугачёва (Alla Pugacheva),Red Hot Chili Peppers,OutKast,Drake,MORGENSHTERN,Disturbed,Black Sabbath,Roxy Music,Hollywood Undead,The Dillards,Даня Милохин & Николай Басков (Milohin & Baskov),My Chemical Romance,Fleetwood Mac,The Melons,Fugazi,Led Zeppelin,AC_DC,Metallica,The Orioles,Billie Eilish,The Yardbirds,The Four Seasons,SLAVA MARLOW,Meg Myers,Eminem,Def Leppard,Boyz II Men,The Weavers,Sly and the Family Stone,Rascal Flatts,КОРНИ (KORNY),Don Toliver,Imagine Dragons,The Replacements,Creedence Clearwater Revival,Kraftwerk,Blues Saraceno,Alice Cooper,Gorillaz,Arctic Monkeys,The Drifters,"Crosby, Stills & Nash",Depeche Mode,Evanescence,Modest Mouse,The Doors,Arcade Fire,Cliff Richard & The Shadows,The Moody Blues,Дискотека Авария (Diskoteka Avaria),Ladysmith Black Mambazo,Cinema Bizarre,"Earth, Wind & Fire",One Direction,Тимати (Timati),Poco,N.O.E. (GRC),Oomph!,Omen44 x Nipps (Buddha Brand) x Vikn (Tetrad The Gang Of Four),Black Eyed Peas,The Beach Boys,Ленинград (Leningrad),Dire Straits,Cream,The Smashing Pumpkins,The Police,The Soul Stirrers,Lady Gaga,The White Stripes,Pink Floyd,Tardigrade Inferno,SQWOZ BAB,Drace,Chicago,ZZ Top,The Kinks,System of a Down,The Judds,Mumford & Sons,Traffic,The Kingston Trio,Yo La Tengo,Aerosmith,Kings of Convenience,Madonna,Pearl Jam,The Stooges,Pitbull,Papa Roach,Звери (Zveri),TV on the Radio,Genesis,Rammstein,FACE,The Mills Brothers,"Yung Lee (Beast Boy) x Sky, The Vision",Muse,Oxymoron,Nine Inch Nails,Queen,The Jesus and Mary Chain,Daft Punk,Flo Rida,Электрофорез (Electroforez),Blondie,The Ventures,The Louvin Brothers,The Band,AC DC,Talking Heads,The Ink Spots,Mac Miller,Nazareth,The Cranberries,The Beatles,Oh Wonder,The Turtles,Skindred,Thousand Foot Krutch,The Isley Brothers,Placebo,"Peter, Paul and Mary",Steely Dan,Sonic Youth,The Coasters,The Platters,Linkin Park,Кино (Kino),The Andrews Sisters,Spice Girls,Buffalo Springfield,Jonas Brothers,Halsey,The Decemberists,The Strokes,The Ramona Flowers,The Temptations,The Flying Burrito Brothers,Dion and The Belmonts,The Neighbourhood,The Chemical Brothers,Brooks & Dunn,Television,The Eagles (Vocal Group),The Velvet Underground,​t.A.T.u.,The Rolling Stones,Joy Division,Maroon 5,PHARAON,Van Halen,50 Cent,The Moonglows,Nirvana,The Staple Singers,Fall Out Boy,The Allman Brothers Band,Филипп Киркоров (Philipp Kirkorov),Black Flag,Demi Lovato,Bring Me The Horizon,"Emerson, Lake & Palmer",Платина (Platina),МакSим (MakSim),Ольга Бузова (Olga Buzova),Клава Кока (KIava Koka) & MORGENSHTERN,Монеточка (Monetochka),кис-кис (kiskisnotdead),Земфира (Zemfira),Лил Дождь (Lil Doj),Дельфин (Dolphin)
Calle 13,1.0,0.023607267408902732,0.008274419360378205,0.027340144035766234,0.005261178239059694,0.038727378870371254,0.009714702238173833,0.009769221580238074,0.012317546696482107,0.00851809424681238,0.0012301833981566146,0.016616578178361374,0.017065941837852372,0.0722257388497003,0.012816962960041423,0.010482373159785396,0.007710778546782482,0.014769584087720222,0.09159782495527746,0.00042876655884205306,0.01003728843870888,0.016340096289685357,0.009489314601420551,0.022088543354878643,0.010765506012889392,0.01859651288098363,0.010687160099654869,0.010334656598792069,0.00862698196412559,0.008963694446345483,0.010698679650413934,0.0030794308898332012,0.008986230705106957,0.015014027175644928,0.005938270370484444,0.009391252115254045,0.006122440836093812,0.08708473994237564,0.011962806394250292,0.00806554592312303,0.0075123620361818855,0.011680906674343738,0.010951867745393695,0.011038081432306002,0.012933391091156543,0.0,0.008414514881543544,0.0125824560929102,0.014945764376331216,0.001571264387270066,0.01155177993352352,0.009764772014066225,0.010407317485225609,0.009930457248732427,0.008265826020118938,0.022589319933532415,0.036760901285650904,0.0115117730565244,0.0020912756102241525,0.00780701237229775,0.011667907294081625,0.007597136132589499,0.008951807394594113,0.013031641460355292,0.01120966125737588,0.008230406338387564,0.0074547014145077695,0.0015583024523795341,0.013160167547961454,0.020740228410095596,0.009023778255183745,0.014094396494453543,0.00731393261702884,0.007645112590832004,0.006918483238478101,0.00026784907896137966,0.00893460110752553,0.009722336760605299,0.008849542471995542,0.008162041660679575,0.025379665631643622,0.008957975183725653,0.014574297105005796,0.012554487317244067,0.0073080273238098625,0.008800349579325295,0.016309314703234823,0.008736198902930647,0.01379714087382522,0.00675620551484335,0.013955547256315204,0.02146745598356281,0.010772164716972288,0.009928815795506418,0.00013762427282182355,0.00732548856756754,0.009273489791163048,0.016434343729438416,0.01116253862494565,0.005976359286584132,0.016008478378039537,0.0008239517167877297,0.022662591866517312,0.0032811381800056383,0.012593722186527323,0.008212734694631685,0.00023199207003909983,0.008654626344341887,0.006059663153566208,0.008686789953473828,0.01911859391341708,0.009566567506579138,0.010862665096131985,0.01448532803504754,0.00985158661098895,0.01105119004565569,0.0028362682869879086,0.008093736508536176,0.019199395924273,0.008521026401473342,0.009937183926536641,0.02837651745057901,0.008593431573552746,0.009533745660944781,0.006273209820512271,0.030559523163377067,0.01013061756689193,0.009243907098033799,0.008330159560645867,0.01850151556414259,0.008271894015423387,0.007818265988371209,0.1336169623140656,0.010465370785618378,0.0,0.03329775823704628,0.011084589903761044,0.006309296908209472,0.0001655788474663744,0.0059056548997793445,0.0005837784599073137,0.01148355819312541,0.009192304212704894,0.011306621131550898,0.013092100530629924,0.004810161767465404,0.0024212330796618,0.017363885723731043,0.00028071097064863437,0.0147643500334248,0.00463084458730767,0.008922473274277087,0.016657416480234555,0.007597136132589499,0.011040985704042106,0.009075726030204234,0.014275849951336794,0.012062736563937415,0.010043771136847957,0.008908789728248379,0.010879892665043522,0.023066216243284532,0.01861563602032723,0.010870872195093195,0.02815654511728949,0.008773945691262552,0.006569350169747246,0.011925638566392727,0.01984101348009637,0.012159014616300312,0.007150217565969452,0.010514154806636977,0.00048599099452517613,0.008080064959442579,0.031065100547395974,0.008699432484150393,0.0178739095669338,0.01420609567953901,0.006769310497548364,0.01112229158132394,0.003676706020058318,0.009230181552747796,0.01068734873902355,0.008863256219538318,0.012375034162764309,0.007682032683110074,0.007493193736600068,0.013812034389742434,0.00357639302109658,0.010791706366872322,0.004227584578733623,0.013360191973240565,0.006530426423993707,0.01042140371714062,0.003619548590138022,0.01195422760780307,0.015397899280181204,0.006350057445311363,0.006365365806686785,0.012591965209939437,0.012676249046847499,0.010566496053423968,0.0045133472460792134,0.009300628004374367,0.013252596379018766,0.011416615646991923,0.015350239531959464,0.00014056561196906792,7.1739665243875095e-06,0.00014953996165567585,0.0,2.2402845616276146e-05,7.520569045071923e-06,0.0005527590847655972,0.0,0.0002163876706422485
Trisha Paytas,0.023607267408902732,1.0,0.11462654041833109,0.15514154656271628,0.08732489264775944,0.0797636906011644,0.1520077987927443,0.14962886642822604,0.15647101374047523,0.12082654623480038,0.007550935798276481,0.1503036927432344,0.1564010434417742,0.15270133938080954,0.17273275468378446,0.1650097102604624,0.1133143878322056,0.19235354453763098,0.1843559279426762,0.006624474175527806,0.17072192040319867,0.12006146654936933,0.14628541587546773,0.14593120900798096,0.1491601564963706,0.13883144857915286,0.16247039374546957,0.15256097666217283,0.1354896759122356,0.15466787541628668,0.15377770123100587,0.00998844209750116,0.15306158957922367,0.0035455665258009583,0.1043795189118858,0.13053498322120372,0.10006398823927454,0.013863575377609183,0.1568716221177585,0.10013519266059012,0.12854095125028198,0.08963948323562254,0.13054066643132045,0.13596501846473885,0.1590171765011692,0.0,0.15652140960609962,0.18939167142656999,0.191381564561242,0.00419245466142304,0.16595315342008665,0.16403850196914305,0.10637483208169929,0.19644753447799745,0.1129195072785818,0.0022605055645436023,0.17238302780885806,0.15048082510509841,0.02734032118246199,0.1294033758550429,0.16754360218487552,0.11313630963608112,0.13552143380074932,0.13379285628652104,0.16317991200124382,0.11357077571627439,0.1330514537606483,0.0023228789674503147,0.15349526516252732,0.2501324963696103,0.15552187388730943,0.17938106379068652,0.09842653876578356,0.08497657297169348,0.17536608055453096,0.0010130996670537629,0.1560987370051139,0.15814922440079082,0.13236390568362,0.11387783935276208,0.03411227826063268,0.11006592258265346,0.12793016932716883,0.1454102956949791,0.15776020279156866,0.12848454682862875,0.16039304037819113,0.12233036945055686,0.15730803064225218,0.1492971279172155,0.13914947168840341,0.14575733362674415,0.1410998510727275,0.1494533449038773,0.00036956675323451815,0.05646169569839232,0.12661559413217383,0.133977131681841,0.15296294397979027,0.0006289255200961907,0.14198116257536975,0.0013295371593097238,0.019365541739828185,0.025237076340952513,0.14371741057028709,0.10164133544771936,0.000647101375590653,0.15729204236262462,0.09348812213833568,0.1468618805778471,0.09620653694278047,0.11199750634073868,0.13849765156071814,0.15991624056431286,0.17473510363375522,0.12989239600004054,0.002387799149848213,0.08068735195342847,0.16321253661766966,0.12841639255723591,0.1408326340507554,0.1224963270256928,0.14661149035987253,0.1594819522115536,0.13073569051713863,0.13350303208915393,0.12169767281060706,0.15735795589985901,0.14277874967929338,0.1341208002152463,0.12199489632504656,0.07604312939018842,0.1382438251943484,0.15399869403879196,4.494556695044949e-05,0.18956143753699484,0.17863260866271524,0.01312273975902467,0.005406066486763894,0.1006538201107523,0.028269732732230657,0.1331660045503157,0.1353758203959179,0.14188348450609722,0.15176739003387263,0.08960426822627854,0.06992911545012681,0.14954464815717927,0.0007538019267447904,0.13605762756898454,0.09525879396608161,0.1372012505103266,0.15579799378560133,0.11313630963608112,0.10983330982780504,0.1264820462141666,0.20371337729323624,0.1389976299780059,0.10959081524431269,0.08586219647892745,0.14035011003993625,0.1514251077374027,0.13927347401081702,0.1635459316576654,0.1535082657244743,0.12265739774875861,0.11632754373860155,0.15139674651095525,0.15513237134253988,0.1149258688174839,0.11953204281774898,0.15879331634679728,0.0073305688082366816,0.10546075791149123,0.15640045775021227,0.1556242126765467,0.16163406285643966,0.1733577740901222,0.15569912925737484,0.17420707087225762,0.06574182783856986,0.16867045976670947,0.1543618207966302,0.1434366784904565,0.18519844088969362,0.0982205447560649,0.1313444443224332,0.12051404103871755,0.050171082784932874,0.15158628853718192,0.04491929444971121,0.13773740063546547,0.11785389147678127,0.16760819233290536,0.051684205128555094,0.13372022267981298,0.21268181212687165,0.09605862641223939,0.10102968061558104,0.1325657003108084,0.13746100679768358,0.12270031192742037,0.0016208542003053328,0.11379517280171614,0.15552959388256626,0.17279165283515507,0.14248123272860114,0.0014926010402274148,0.0002799128704872311,0.0022651591939482074,2.174978140334627e-05,0.00048684248722219436,0.0005190563069453757,0.0004147089808640425,9.789223617207021e-05,0.008177875598051165
The Stanley Brothers,0.008274419360378205,0.11462654041833109,1.0,0.1063155467257697,0.08460710569864605,0.061450374800740115,0.11809521634494335,0.10944927625018319,0.13549933888267907,0.12345874571281712,0.003786290743906684,0.10341285758848784,0.10780429113044498,0.06518795680054834,0.15752999973605641,0.12998602900169298,0.0986785899620426,0.14104776197434976,0.07923168348699494,0.004288001185323909,0.14638820315802903,0.09753742672445231,0.12474724875641974,0.1268004431843892,0.14474163620238079,0.1074662721985088,0.15251713630162644,0.13001409019715704,0.12126448782430865,0.12535541895355784,0.1337504115934688,0.0046671043991207695,0.14792813762512347,0.0025113667511278415,0.08485488846587785,0.11036893622990385,0.0921287056283897,0.012110746654193316,0.1277246851324353,0.08620970754443202,0.1151814633776801,0.07257550239221522,0.10993533565818503,0.12181708874383523,0.13384867490926466,0.0,0.13121777232564025,0.16087424511443493,0.14940520958270542,0.0021247593032648338,0.14384792293870163,0.15491022686451172,0.09978440838468883,0.15503186858190676,0.13119863849795843,0.001299208612160041,0.11167603191978259,0.11980013387325472,0.02130766184422428,0.10113818712142153,0.14396702097547953,0.10945237753686099,0.12511658442621398,0.11097807211711264,0.11239981669080557,0.09888843276633164,0.09333921873874496,0.002656770220123561,0.11036390989051148,0.20396946357692514,0.11544624482585009,0.1446049367716955,0.10965830146021416,0.06406170182686688,0.1374848942803899,0.0016205951144360187,0.11314852656162233,0.1281205220253523,0.12201128083357748,0.11982627750524599,0.040126464136169604,0.1115592060041739,0.11041541434631674,0.11327726813127326,0.1386433623958243,0.11846515642406308,0.15198303291186765,0.10437857351917612,0.12488379827973184,0.13888155743666908,0.13632654085571372,0.11586210903915595,0.11296959252509875,0.13861171781576187,0.0007307201380998274,0.06469787623510714,0.09759580014074254,0.09859137429553466,0.11613812934318613,0.00023993399687149974,0.13480922284823205,0.000977189227219788,0.017837428170229708,0.023762251914196897,0.1113190341624446,0.08761229160582384,0.0011972706785244869,0.15447819240956995,0.08654646601280958,0.13606648610116057,0.0828067989535568,0.1199345800125452,0.09468972815008347,0.1269831493439052,0.16477070186644105,0.11811188619716706,0.0019643851011426072,0.06923738980830663,0.11529356568809523,0.10879534133290614,0.13090632688167314,0.08572570189413076,0.1405303765733974,0.13710750047561493,0.13057535872339354,0.13745593699704595,0.1083577902039845,0.12716776969120414,0.12857228021894707,0.09514265655069187,0.11574489103765684,0.057478569452516615,0.10719435857701176,0.12687870995986705,1.9794837994746572e-05,0.14122313029321631,0.1672461745105498,0.01095518826227615,0.002747850046907474,0.11019130521121223,0.017005016291158914,0.11016386189071814,0.11755169017614697,0.11052602639979492,0.1235436817812634,0.0735513477980535,0.057857691864308225,0.10604593353297831,0.0014904431829704246,0.10343013345063412,0.08601077340207697,0.20813346897418417,0.15690295845481728,0.10945237753686099,0.10511558063611692,0.11383156555585627,0.1592975707701353,0.11071382443316702,0.08314537197076732,0.06980389934024289,0.11050500967013122,0.10671040560384282,0.11006912802987445,0.13349176715800437,0.08557145544017619,0.10788282165972418,0.13431726190988946,0.14230480415047886,0.12241420357920929,0.10510917862713864,0.10884981557607631,0.13176086244076135,0.00800819535313324,0.10228245668895275,0.09434750529460945,0.12989575004663612,0.1198189430625245,0.13931565103028698,0.14763867464670466,0.13915705427859626,0.056156504206812174,0.12540370596589767,0.13456226947112282,0.1159342452338562,0.13150024904040014,0.07816644350621338,0.12254552385360196,0.11457780867585299,0.037591447266761446,0.141451984080876,0.03659670331319653,0.10663637514693647,0.12530784121758354,0.11303992960825016,0.045152083380098684,0.09951186306261572,0.16794898151620974,0.08037418513511196,0.07975474225508516,0.10631318734320938,0.11848484413087956,0.11493465535628455,0.00031047894078883864,0.08896776914811955,0.11072255456385449,0.13505054948269168,0.14991415730537028,0.0004900323622547553,0.00012399121780870548,0.0013556472364671945,0.0,0.00014992953978787416,0.000166024453698288,0.000116117758165446,0.0,0.006871978416324254
LMFAO,0.027340144035766234,0.15514154656271628,0.1063155467257697,1.0,0.08794134312513835,0.08230797547623891,0.1414598675373293,0.1417458770426525,0.14521431455418765,0.124277026910253,0.005725544233608826,0.14680028005323897,0.16203369172757542,0.17310800041455643,0.16580571354472573,0.16958835292247676,0.10756984756440269,0.18854300934855717,0.19628047449172137,0.005773413785344572,0.17338902561729297,0.10645461496753961,0.13920875375149766,0.14992561744144384,0.14924038598176614,0.13673059436508583,0.15174500171152983,0.14403229325160882,0.12282170881281806,0.15268170554325544,0.14851217719755405,0.008967537892808464,0.1546044100608538,0.002005088715745784,0.10752681002200015,0.12486211352295595,0.09145299798382489,0.013061834481067125,0.15168125987372483,0.09678199098108875,0.119368046746679,0.08995991301286432,0.12071183304976962,0.1260557548734661,0.15316945287644768,0.0,0.15456732495993264,0.20113931123954254,0.1889094525241677,0.005732885250222974,0.15563628444074362,0.152846625752041,0.10487010766782834,0.20570501474352632,0.11584937203194934,0.003348948173559907,0.17610829942513018,0.14091957883556017,0.02621963787042525,0.12711689332132825,0.1612884167424663,0.1234237617314301,0.12553172651669142,0.12977660927694235,0.14159060882281294,0.10308536016085179,0.11841453070459751,0.0018189246045051677,0.1478595690715806,0.24986071863711035,0.15809456328181382,0.1837278768435603,0.09667815891425857,0.08226752999692266,0.17908633044390132,0.00030021142111913424,0.1596545083430576,0.15221783562963898,0.12915100977369964,0.11497013483597274,0.03847142821182015,0.10517179141525757,0.12389049142369224,0.15439037056921745,0.15824259866775692,0.12134721623605738,0.15995376666007044,0.11428877929210024,0.14044111233803314,0.15188891077040567,0.14350598082034205,0.1509227211730878,0.1279697591693555,0.14471780922764488,0.0,0.052878048676010314,0.1242998164224397,0.14533618039882645,0.1415494654028031,0.0017779551329660803,0.14184032672262892,0.0011669756773112772,0.020503712307786137,0.02730571841745144,0.158568957967265,0.09991188877815615,0.00011088546037485436,0.1594724086126691,0.09075836698632544,0.13846222595345536,0.11058694208085418,0.08760665163714343,0.12485880398444005,0.1608396939960537,0.17348578835667572,0.13773375598229054,0.0022741724898182047,0.07775218620796187,0.15812979381016645,0.12212539724796001,0.13052578126170833,0.14019278265938984,0.1379706101817244,0.14979045765691845,0.12726503905373532,0.13671768920370742,0.1261225223935577,0.15115731009451583,0.13843990935299788,0.13153748798299858,0.11652269685614836,0.07161395475645871,0.14982194175999153,0.1430805014308607,1.881429630024023e-05,0.20419540324973384,0.17151793975983687,0.014222383992368637,0.005050817135260122,0.10050190898933453,0.04223643725058712,0.12462729751175572,0.13276122017321923,0.1326124975023475,0.1467106263998187,0.0841514212970973,0.0813531347763693,0.17842240350877347,0.0,0.12482733949079827,0.09203118592291604,0.12681333228022162,0.15713502261298995,0.1234237617314301,0.10798998672388971,0.1181959302206631,0.20204156115094218,0.13018802167844634,0.1012957164855619,0.07777681594807395,0.13831542552597564,0.1397744122553839,0.15423097202771296,0.1749901525277182,0.1566270565993474,0.12143530196306207,0.10927819599483546,0.1562032897483987,0.1502512952765166,0.1223699894205793,0.11403029135273368,0.1505819018061323,0.007177069166835692,0.10217901429358145,0.17449644649988505,0.14805800396049718,0.1547429672949081,0.1547601270623027,0.1427385009048544,0.16593053286446946,0.0687374589711025,0.1476446529938158,0.14349542592888997,0.13192360535888237,0.16934588371382464,0.09592772246633463,0.12990734983503227,0.11730774243023878,0.047998162675383704,0.1490758523825335,0.04013553012809756,0.1366613031733166,0.13842110291703003,0.1519903081634577,0.05095659539731634,0.12534457582096015,0.22118951607350656,0.0839486841653857,0.0917593512402044,0.11708242541947844,0.1335591180254102,0.11359106338588343,0.0018504650495844155,0.10633155451376508,0.13925153068104523,0.15617822589084507,0.1385488110752766,0.0011394492777826448,0.00017288418119909554,0.002098766539521124,0.0,0.00030201705035526327,0.00042015331331446415,0.00037244090939259067,3.084678405995689e-05,0.008032628606847614
Pere Ubu,0.005261178239059694,0.08732489264775944,0.08460710569864605,0.08794134312513835,1.0,0.049354743704541515,0.09683667682491892,0.09546075972789225,0.10682482771166601,0.10030576489282395,0.0039924986907188265,0.08755389509029587,0.08978373185468913,0.050395305815610913,0.13009160573981327,0.10701439898462861,0.07418199761741628,0.11434548998430638,0.06774335880966464,0.004198330761446267,0.1228141171940973,0.07724269675981876,0.10206517830261186,0.09230428483606312,0.11546623990419858,0.08709476472306854,0.126038963815446,0.10937265324557877,0.09599222403191576,0.10147189654676037,0.10572728375348661,0.004928316442330494,0.11363139405952916,0.001198047890099141,0.0750907103165126,0.08763192365870576,0.07119907738620257,0.00823886192486567,0.10659700727044474,0.07597553927185008,0.08773642668470327,0.06893230913078874,0.09313447424058241,0.09429549124548964,0.11015604582675254,0.0,0.10848677099366988,0.13288030224094238,0.12317831736770501,0.001573956750386074,0.11553441975821133,0.1176031215836284,0.08068831673332744,0.13931980807472644,0.09472870051729188,0.001884111560246149,0.08451013503178983,0.09565845131414397,0.013941732109849392,0.08797388588260924,0.11516054142664889,0.08871171692698598,0.09547630174031829,0.08380077002318387,0.09164675729414262,0.07678817698734952,0.08281331569912331,0.0024589315878814633,0.09235508931300085,0.16108521368069395,0.10075907952403973,0.11654123486261359,0.07905735917891987,0.05390207615643605,0.1118474326831348,0.0011937915417115086,0.09903326952193314,0.11055751590394014,0.09439383728727091,0.09570158218539315,0.03461980233611439,0.08050761363881243,0.08767173815011109,0.10663443723210553,0.11675151176498721,0.09079505811688082,0.12450426805343173,0.08347396581729116,0.09428106209272569,0.11679741689103951,0.1073217527024628,0.09851781292695339,0.09231425297767637,0.11299377786630826,0.0005931714392451992,0.045120847177565815,0.07774548267164016,0.0832056394688706,0.09988019176170049,0.00020959175042933875,0.11441212670917156,0.0009991422644956005,0.012500893312907602,0.020264311229874377,0.0978270095389685,0.0732491554335567,0.0009718998211726282,0.12192541493828779,0.07018859500461805,0.101262539658874,0.06747224821801878,0.0706172642402636,0.08053427057152585,0.10741109087250289,0.13246928645246736,0.08325441426520297,0.0016289180318740382,0.053071923806725096,0.09021048100912954,0.088995144843934,0.10407688717937069,0.06824202331181362,0.10530965777107526,0.10272726040362246,0.09701101997363148,0.09321290186618814,0.09476912309531493,0.10612965628630044,0.10612287891060157,0.08203510804138503,0.09074364546252378,0.046363768986413145,0.09253501589078794,0.10380613369840441,3.0918465343532375e-06,0.1159052886385985,0.1290382830503629,0.007284789116024704,0.0025852524969558477,0.08089357918084905,0.018719913382685305,0.08837893862173352,0.0920282878098797,0.08693664087406416,0.09554572842239595,0.06147247628552088,0.05760016976058646,0.09824872480192426,0.0012098863598515308,0.08149720332495869,0.0692183458650879,0.10816375475818218,0.11747528677267216,0.08871171692698598,0.08907404129087282,0.08760357091070237,0.13614447547750919,0.08535537949374283,0.06636381904961342,0.05734755788506274,0.09436756204891561,0.08614579839842906,0.09885142620945297,0.117361307123514,0.07655779848119348,0.08300756397179265,0.09134140880615693,0.1155943325475619,0.10511557730504684,0.08146290191160865,0.08328110136021016,0.11025917110034023,0.006363110522940918,0.07573323138536359,0.08556722322527976,0.10712844368366359,0.09952303517186556,0.10856682869544343,0.11045124394389139,0.1135218474921923,0.05298567352212524,0.10165167779331696,0.10195537274268585,0.09123271980345116,0.10743696324175733,0.06672607610827419,0.1002154696664227,0.0969808597742744,0.025460091193679535,0.1150166653218383,0.029450255687694327,0.08718912244332855,0.09880237009737658,0.09512738267958532,0.038421707346772416,0.09019634013684708,0.13913638659386796,0.06575708821665538,0.0648693641018181,0.08116618542467535,0.09641223467498516,0.0795356191305524,0.0002471423792707039,0.07358273005136506,0.0899613175120817,0.11440638804136394,0.11170440164409112,0.0005163965530895487,0.0001411484741709046,0.0025522352784060898,0.0,0.00016028344314134024,0.0002027089768565915,0.00011586092503468315,0.0,0.006180527048565865
Pixies,0.038727378870371254,0.0797636906011644,0.061450374800740115,0.08230797547623891,0.049354743704541515,1.0,0.07774263953582072,0.07387515475089335,0.07815794555598021,0.06567218718737311,0.003194616748053991,0.0674177522091175,0.0818190291199935,0.09564575782330864,0.09260866189656636,0.0766801700631804,0.05432735701865843,0.08503169035658098,0.11943362635729882,0.002857583037885303,0.08895520845670524,0.056180425314490634,0.07504971557435713,0.07999817053635472,0.0777059532255544,0.06734490544702643,0.08394348115012085,0.07403993265112518,0.06980758279027166,0.07431820666240685,0.07672887091241454,0.0031697495727435188,0.08617981853102186,0.0023859056956103686,0.05110953817995989,0.06491179283181536,0.05116969062587906,0.007751788540349858,0.07971485612115115,0.05220281040600583,0.06263681021544132,0.042819272512227946,0.06796853403717706,0.07015860681430663,0.08040176430247448,0.0,0.07836280575365062,0.0975551125773626,0.08728302726952808,0.0011643106587234664,0.08371681644355788,0.08771690481847894,0.06138607095610715,0.09328584469094259,0.06140036991254394,0.0033484618933287136,0.09292884201013463,0.07624029705366808,0.013872041530884949,0.06446826562256791,0.08798683231232851,0.0633554521772115,0.07198626807016673,0.07222280482839138,0.07678393491625046,0.05946183183816689,0.06761110811681803,0.001430153002981771,0.0741181909790598,0.12313043145802505,0.07679178768498907,0.09251811361898254,0.05151913552093612,0.043019779251149526,0.08803273781894927,0.0009613153735952285,0.07882601205420359,0.07465439059341838,0.07032242154456025,0.060169467041114144,0.02282399171853844,0.06370832571706175,0.07504675612281331,0.074377344603615,0.07983613430376857,0.06939405704022716,0.08501523257033339,0.0590191240342568,0.07818312874483369,0.07668359774479272,0.08048674319206461,0.07609660689291953,0.07405090822403526,0.07839419575419782,0.00042390599948483043,0.03315541160326996,0.060840076013224054,0.07835970382601387,0.07405817172185858,0.00021733835552550929,0.07701549084377446,0.0011802195170821372,0.011916372514769291,0.013135878227666042,0.08311508183834992,0.050300402520162546,0.0006945617031353102,0.08439959954484988,0.050962667321016175,0.07784249946843136,0.04985435215410461,0.05906552404937604,0.06482033761522599,0.08830238523562395,0.09451860927704758,0.06808474348209226,0.0011923533410319598,0.03685269603877672,0.08805351788121707,0.06448682948699858,0.07218668992744637,0.0779853639871142,0.07333850172023837,0.08421474729308998,0.0685437622302798,0.07780419216765488,0.06542889324251222,0.07761564814676247,0.07435823575512224,0.06168520091751195,0.07123697467356582,0.03654381658159567,0.07490532034044883,0.07447293727717152,2.806304577962493e-05,0.10942441083781385,0.10751103138270035,0.007785807468923545,0.0018926364418176966,0.05460949158408801,0.009269845321422943,0.06725487810753505,0.06887453967683577,0.06949385141015674,0.07395607177871277,0.043742874084313876,0.03299828427569684,0.06889750947695261,0.0008646371903687777,0.06747273690653999,0.051204705905615544,0.07512749114081396,0.08556886549729315,0.0633554521772115,0.06078421838779413,0.06587766255864369,0.09576546940682618,0.06958923635600667,0.05691291552015265,0.049031173984354304,0.06709917761292994,0.0744255368361344,0.07227432152219282,0.07824177721773673,0.07935804035882199,0.05965948627041018,0.0657474353386096,0.08111365581278263,0.07946042036553647,0.06311365051641293,0.06340786471487259,0.07711209557549992,0.004131526842089728,0.057276355784006805,0.07846838513339582,0.0777772403636805,0.07677352096558532,0.0865431774872798,0.08080168993608239,0.08341225648758055,0.032888147803241896,0.08120513289729836,0.07746649055281274,0.07076717521927911,0.08768293798491178,0.04590504209158752,0.07152075089365684,0.06398287259413316,0.023177939734276065,0.07871534467530128,0.021215331826594297,0.07318973777286253,0.06462736989567897,0.07974858457390166,0.029369446857613113,0.0703165265101382,0.10639108123311325,0.05227655389083208,0.052038576370158296,0.06075998425179718,0.07091477171158522,0.06158445812354718,0.0023201105232816266,0.05799293464373201,0.0721976812548556,0.0833686677192409,0.07866369613431357,0.0013678731646691311,0.00012688268341431996,0.0014314372675793274,0.0,0.0001124104443417373,0.000135460077621663,0.0002762479906087689,0.0,0.004615770103098993
