,ABBA,Aerosmith,Alice Cooper,Arcade Fire,Arctic Monkeys,Billie Eilish,Black Eyed Peas,Black Flag,Black Sabbath,Blondie,Blues Saraceno,Boyz II Men,Bring Me The Horizon,Brooks & Dunn,Buffalo Springfield,Calle 13,Chicago,Cliff Richard & The Shadows,Coldplay,Cream,Creedence Clearwater Revival,"Crosby, Stills & Nash",Daft Punk,David Caggiano and Sami Chohfi,Death Cab for Cutie,Def Leppard,Demi Lovato,Depeche Mode,Dion and The Belmonts,Dire Straits,Disturbed,Don Toliver,Drake,"Earth, Wind & Fire","Emerson, Lake & Palmer",Fall Out Boy,Fleetwood Mac,Flo Rida,Fugazi,Genesis,Gorillaz,grandson,Green Day,Halsey,Hollywood Undead,Imagine Dragons,Jonas Brothers,Josylvio,Joy Division,Juelz Santana,Keane,Kings of Convenience,Kraftwerk,Ladysmith Black Mambazo,Led Zeppelin,Linkin Park,LMFAO,Mac Miller,Maroon 5,Meg Myers,Metallica,Modest Mouse,Mumford & Sons,Muse,My Chemical Romance,Nazareth,NEFFEX,New Order,Nickelback,Nine Inch Nails,Nirvana,Oh Wonder,Omen44 x Nipps (Buddha Brand) x Vikn (Tetrad The Gang Of Four),One Direction,Oomph!,OutKast,Papa Roach,Parliament-Funkadelic,Pavement,Pearl Jam,Pere Ubu,"Peter, Paul and Mary",Pink Floyd,Pixies,Placebo,Poco,Portishead,Puffy AmiYumi,Queen,Radiohead,Rage Against the Machine,Rammstein,Rascal Flatts,Red Hot Chili Peppers,Roxy Music,Shanti Dope,Skindred,Sleater-Kinney,Sly and the Family Stone,Sonic Youth,Spice Girls,STARSET,Steely Dan,System of a Down,Talking Heads,Tardigrade Inferno,Television,The Allman Brothers Band,The Andrews Sisters,The Animals,The Band,The Beach Boys,The Beatles,The Boswell Sisters,The Byrds,The Chemical Brothers,The Chicks,The Coasters,The Cranberries,The Decemberists,The Dillards,The Doors,The Drifters,The Eagles (Vocal Group),The Flamingos,The Flying Burrito Brothers,The Four Seasons,The Four Tops,The Hollies,The Ink Spots,The Isley Brothers,The Jesus and Mary Chain,The Judds,The Kingston Trio,The Kinks,The Louvin Brothers,The LovinтАЩ Spoonful,The Melons,The Mills Brothers,The Monkees,The Moody Blues,The Moonglows,The Neighbourhood,The Orioles,The Platters,The Police,The Pretty Reckless,The Ramona Flowers,The Replacements,The Rolling Stones,The Shirelles,The Smashing Pumpkins,The Smiths,The Soul Stirrers,The Stanley Brothers,The Staple Singers,The Stooges,The Strokes,The Temptations,The Turtles,The Velvet Underground,The Ventures,The Weavers,The White Stripes,The Who,The Yardbirds,Thousand Foot Krutch,Tinariwen,Traffic,TV on the Radio,U2,Van Halen,Wilco,Yo La Tengo,"Yung Lee (Beast Boy) x Sky, The Vision",ZZ Top,Nicki Minaj,50 Cent,Eminem,P!nk,Даня Милохин & Николай Басков (Milohin & Baskov),Филипп Киркоров (Philipp Kirkorov),MORGENSHTERN,Ленинград (Leningrad)
ABBA,1.0,0.17362673831211206,0.13038816901103545,0.16013886333229943,0.18080288706448644,0.17468497200414967,0.1483527648612234,0.12593201721914304,0.18856966954618104,0.14698694124029665,0.1276408179941534,0.20747805320173185,0.19014633999123465,0.14689213650352628,0.17914776645728392,0.011251990250996768,0.16743025059971095,0.1574937901886534,0.14483449590001674,0.10672884517347092,0.13422290545917515,0.1919761397243358,0.07554595581568035,0.0,0.1541187444764779,0.1637108905375425,0.16077560218496112,0.13884507402716728,0.15789500287157598,0.18670664747775023,0.19038240119122873,0.15726034684530799,0.20041112504827985,0.13665622237290875,0.16826384760368562,0.15082154053256447,0.17564636064859207,0.1529067769214041,0.14368378608947352,0.20401596257060628,0.1574092827726028,0.16047156798824525,0.18217670871262126,0.18750965470820236,0.20830999016394824,0.1731627009800485,0.17713947371445593,0.013313594876282697,0.14276066451410796,0.16060820067596915,0.16368623538660532,0.17176851565922924,0.044874280344360695,0.06410531869970126,0.18605052958073476,0.1811383540240722,0.13714076241383988,0.2202776776403319,0.17474977227344124,0.15978368358793393,0.1581723662285892,0.1728897187773052,0.18413554216348282,0.15196758994291548,0.14889364080663892,0.15080142320739087,0.1967725320932825,0.17676201959039572,0.18918178513933726,0.15947449958379145,0.11110896604236875,0.16356476016848442,0.026028978986404328,0.1703077932323669,0.019865656105991003,0.20622423955289393,0.16383235111720162,0.0,0.1706872652118926,0.13631494622402907,0.10115671637584667,0.139813620710608,0.2127575432409089,0.07347823311927104,0.1422296199730222,0.16885087772776464,0.1558589601097995,0.09900697847303686,0.16676523917132102,0.11145737830950353,0.1392363118847013,0.012369074913080591,0.19668953727532656,0.17205460153276453,0.1239458419418209,0.001369275206107079,0.14997208148356345,0.17746156737977103,0.09644032765734378,0.16498249077134985,0.15218678953471787,0.20835073052017816,0.1821766475062928,0.10738149857170898,0.12841361591188039,0.1468491833561194,0.14021476094027663,0.1337408294558995,0.12172482220723924,0.16617975368049986,0.1792305992602612,0.10933174935311007,0.08819124058122774,0.13854052464720568,0.14654910910386865,0.11178640904149817,0.16400015988587302,0.12375478030620446,0.11796642941841506,0.17411301302230497,0.13765176686943303,0.1621237500454934,0.14605108257512966,0.05536112739212029,0.1231327584449794,0.17747418954380723,0.14156519758413832,0.1696813306108208,0.15289244286052361,0.14463430733667293,0.1316170076191696,0.09645913886943547,0.167251499818597,0.13699426482538868,0.15810023988286626,0.1595597352803173,0.18128243857942317,0.02912308828875987,0.11854907773514267,0.1403240523999384,0.17797349530252027,0.10451923425160803,0.19688248604732306,0.15342752820640038,0.14077663749094294,0.1080869751536857,0.17318964816046178,0.0740770776548022,0.14524727322823838,0.15414470711667483,0.08987519556591972,0.16721225824834574,0.15073996420256464,0.11146919035949221,0.1280658551725946,0.13436458100835535,0.0789469787401621,0.18655392322522135,0.17593527259367958,0.1634502757695786,0.16621440742670235,0.10726941009523971,0.11500231071837075,0.17579533529809843,0.12315689767724047,0.12625701060569594,0.1858145971530114,0.0759397730818816,0.15269518310754016,0.18224776814674903,0.17913921863809534,0.13991415106784588,0.1479969644822784,0.1498513632898515,0.0275618795102216,0.13642103806499362,0.17131019452833662,0.22483536773974178,0.25835549839712824,0.161032377309141,0.002482162525154985,0.0005984312886834209,0.0022936726116882244,1.5193674776314836e-05
Aerosmith,0.17362673831211206,1.0,0.13470505251585918,0.16165097410559348,0.18564775614632767,0.1756875987974975,0.16274442858597127,0.12025770930091129,0.18755929760454237,0.1461524021557068,0.13014646885741377,0.2072035288661611,0.18707521470208777,0.15030612042708869,0.18163930154409136,0.008463412648925028,0.16486117322202498,0.16546204108188745,0.1494384790307095,0.10916487263758046,0.14188523493723748,0.18722396356412319,0.07943316364677577,0.0,0.14839212418838565,0.19608579292364736,0.20216442459759543,0.13278211123424843,0.15976594355438223,0.1885946433380401,0.18624542536044764,0.18508884532790437,0.21392342290043187,0.14506234102809623,0.15481997543138803,0.1548924029038059,0.17578403163855416,0.16977305955000066,0.14125825928160063,0.19710163663067803,0.16790520995926783,0.16466035245568356,0.17602611873013685,0.1854342187385154,0.21412116424605843,0.17603403022511055,0.18678547652476385,0.013662855690052655,0.13521659866533164,0.18312987272128045,0.16503042653666466,0.15830572313133096,0.040323464237867146,0.06142976137035361,0.18410586449994093,0.17922020095094215,0.14341997775930904,0.2441913207308919,0.20298465779841557,0.16766694161034112,0.14940061918768854,0.16772338378576412,0.17511618443726307,0.14601947362889867,0.14282104905768556,0.16100603630937105,0.20826607570495037,0.17131480404378774,0.1997259480848914,0.15378056237913107,0.11917519900219398,0.16210038715277597,0.028377442654312746,0.17072624188008134,0.02023818709404268,0.2115757024969479,0.16655851222448348,0.0,0.17034997754581793,0.14073177362988565,0.10079042305041896,0.1287797553937685,0.20841863234432645,0.0731832455178486,0.13541149307471878,0.16595899367889821,0.12427726209434298,0.09716803277245467,0.16903439981471258,0.11347865284920122,0.1457318105534402,0.012286586922325315,0.20586492413332158,0.1758920428048657,0.1196636156957398,0.0012210791755645767,0.1556629164251926,0.18198757095369678,0.10225224116047948,0.16691247764196016,0.16139972231457544,0.1976418618622222,0.18494207868619494,0.10911108912785572,0.12273210477312613,0.13484120999290106,0.13738834353461304,0.1474266936808769,0.11759347244172991,0.18784612998248185,0.1771239978232696,0.1084380678139939,0.093042863763802,0.14029047881856616,0.13785016485020463,0.10955798491597424,0.16644364806644807,0.13846606573037756,0.11391400367388826,0.15682569500797494,0.13272156556607573,0.17877270897847408,0.1512438746455762,0.05457765395570224,0.11043183982891613,0.17029375590230222,0.15312177158936446,0.1710278937923384,0.14662227891547075,0.14060296251266213,0.14468350557583398,0.09868371417794619,0.16699994932338402,0.12607116729456413,0.14925118140787685,0.15281558603359446,0.17401498662141335,0.02866532021854884,0.1191945940195922,0.13890739855415135,0.16743888057998413,0.10169036320990421,0.19844387683006248,0.14906893334638216,0.13467852418650728,0.10720157012693043,0.166918021952138,0.0718392344930665,0.1499379838158741,0.1615069084428622,0.09302585314345502,0.16063039779154142,0.13909240550072,0.10964488069122558,0.12054754467833628,0.13757086168057664,0.08560991136736495,0.19586666982104817,0.1933876704011791,0.1587242840479005,0.16713169291124774,0.10915404552571162,0.10690521320379154,0.17712190667491134,0.1188694818127225,0.12842305830296286,0.18488380825556727,0.07446101139958916,0.1482186637752454,0.1742402662524567,0.18186713070848026,0.15275894893125452,0.14209654235899039,0.13997899760270627,0.03988791629331456,0.14015831265642031,0.18264441829949352,0.23746132949481535,0.2660857052582801,0.15580095609206346,0.0028244998626267837,0.0006488378907505421,0.0031062750417120144,1.333430504857347e-05
Alice Cooper,0.13038816901103545,0.13470505251585918,1.0,0.11975007538387472,0.1432455824270502,0.13803752260101243,0.12126638327663508,0.09862790454033998,0.15298945894058213,0.11494257014493225,0.10232021398988889,0.1549263895233992,0.14486334650190003,0.12081558073562437,0.1400648399541644,0.013648935453637323,0.1290311036690578,0.12406091306842859,0.11503749753270898,0.0856321961288361,0.10257729544992178,0.145078631077038,0.05074450021221755,0.0,0.11725754438894564,0.13324714076657984,0.1253758594105684,0.10108115943842211,0.12123641029988341,0.14797903719526107,0.13858852647749442,0.1323672266690087,0.15539315439779577,0.10757330435896162,0.13132502242677824,0.11961485987758624,0.1356550759930899,0.12444467580328866,0.10939750001878101,0.16075090146910986,0.11708522416467049,0.13236309163624604,0.15223138529424274,0.15407287461805175,0.16386633341039303,0.1306476996570799,0.1346001421395695,0.009207994262090402,0.10647130448924014,0.13314689115169542,0.12617400576993976,0.12552048777198666,0.0350752485584348,0.05120913508198377,0.1460308668935767,0.13164693605965494,0.11749792785353996,0.1747005086037039,0.13972765928384034,0.13042102066312733,0.12208827549082568,0.1336706180890357,0.14219615494861437,0.12594422092285973,0.12084337249876509,0.119455750084967,0.1525170837404728,0.1286486678653056,0.15196832635219748,0.1216401568859452,0.08792182817138239,0.11787914261837207,0.02260580613557528,0.12908441827698391,0.01662261719574154,0.16710846606529495,0.12616284518361676,0.0,0.13598266790054858,0.11105261999432159,0.08347943773911037,0.10296700497801548,0.16368655958531997,0.07097864993845382,0.10741034130742455,0.1259118301678408,0.0958182706792392,0.07489260678105836,0.13029547839073663,0.0878518783030886,0.11055585397328371,0.009183418585406056,0.14926893160392063,0.13245119061316257,0.09427404238592108,0.0015100349438110783,0.12201592379314752,0.13573905844672918,0.08516062554242987,0.12816849754184934,0.12008376780883911,0.15353179038631848,0.13910911077654764,0.08807002831785304,0.10453657711474995,0.11844218824070707,0.10994075919861546,0.11195884499248121,0.0954803325160728,0.1382305858275461,0.1414052301296268,0.0859417106822693,0.0694356227727222,0.111267385915095,0.11550543263175439,0.08592886532809352,0.13422919170446235,0.11125290937290566,0.08491935880723389,0.1420531488564054,0.10808833378833616,0.13094570568178288,0.11524029670823144,0.04061951746665826,0.08821918807449369,0.13804602243228603,0.1142744123718954,0.13113581278008057,0.11392915437213669,0.11279374582571022,0.10912367404391088,0.08064686852752101,0.13060841552996783,0.1120491913787397,0.12662744205740817,0.12613068022063767,0.14113632573339285,0.02415520331848653,0.09387174090246875,0.11303846106756965,0.1283056075471557,0.08207393222505155,0.1515317770632385,0.11169312455685387,0.1054255695450862,0.08433131719246889,0.1337756206313232,0.05180115213042191,0.11711223263706616,0.12524192075820006,0.08526122022775295,0.1314042197462475,0.11452601965793952,0.08877060494965994,0.10446068912518192,0.1002602270859263,0.06762528579529103,0.14834312088724033,0.1470886383145047,0.12227894342359369,0.1377059578785651,0.08450807440887576,0.0930900248809804,0.1361461491729149,0.0965006678080721,0.11292286979627775,0.1364932335897333,0.05938789431056102,0.11835924592286462,0.14477155495528238,0.1374837926979251,0.133201913203415,0.11555242307302616,0.10647633572688664,0.018264798240066327,0.11282021672809561,0.13894244587393345,0.17718062988806715,0.20660326668588924,0.11883888968098733,0.002481616394870989,0.0006966827531802444,0.0016470115597267965,0.0008493311928795544
Arcade Fire,0.16013886333229943,0.16165097410559348,0.11975007538387472,1.0,0.17028026710510746,0.1619814626767565,0.15124851061299527,0.11279963808059523,0.1784352829950293,0.12949009123837896,0.11769848100742275,0.19193051845630982,0.18298833255992553,0.12777816270995812,0.16839856289054778,0.020265986000827185,0.1542167869791764,0.1391861051454384,0.14202203369052646,0.09139368006807613,0.1261867758707229,0.1731466781061004,0.08543266091413138,0.0,0.14288538396388906,0.17414037102207813,0.1524820162116547,0.12269303406533139,0.1391649864262241,0.17108096413951301,0.17359278930477895,0.15638865482524045,0.19234823503205156,0.12507426637657826,0.14465839148284454,0.1410274722205931,0.1680691252740646,0.15182298926800197,0.1419673725252668,0.1850046970635133,0.16142831265074442,0.1592587258527629,0.16486709331643268,0.17442644953068376,0.20234173923290544,0.16576407753880984,0.1696323151010919,0.01652704870041266,0.1282271587732613,0.15614251048545036,0.15829452444582548,0.14954706389280925,0.03777716521424457,0.05557084310368621,0.16425276273786849,0.16339080890634916,0.14267552411727302,0.21392590952843016,0.1720842933616349,0.152124197174206,0.14284049728418857,0.164276598968485,0.17547279969205565,0.14477575784382102,0.15157771369788842,0.13814283796823945,0.19405299626484673,0.16294118088002807,0.1832538754640496,0.14841505553726242,0.09746479175188671,0.1589794864356966,0.024448546561195328,0.16107216167835725,0.016362499599688496,0.1889830741386096,0.1596429554798351,0.0,0.16205329938044322,0.12054168754475214,0.09311371667417456,0.11798908365274485,0.19367977129750213,0.07162114738648317,0.12859508768897365,0.15395451340503974,0.12014119511682375,0.09533596162788416,0.14979869941131496,0.11244985952386277,0.13307660950462885,0.010824065190483734,0.19694356976244332,0.16346911540673226,0.11098536140737447,0.00161264378679149,0.15575146502645076,0.16832901264370848,0.07881928382576775,0.16020558544651609,0.16200862666265103,0.19632333036801985,0.17499089109631605,0.11098862883793326,0.11192511957289353,0.13184165176159768,0.12725363102076426,0.11928181893070533,0.10536136503951743,0.15977768467487408,0.1672329163722288,0.09627391589799672,0.08274818372193415,0.12413459075003852,0.13354945578862865,0.1044874713639703,0.15653097810928684,0.11213277572712976,0.1087280304770063,0.14985826341824326,0.12108811181101453,0.14694816099268126,0.127624115622767,0.04301226864264074,0.10460252765284828,0.1588386843766939,0.13653670639072235,0.15747691565725686,0.1307621341695988,0.12980753745568374,0.13649302276986885,0.08883828572152219,0.14848339310627012,0.12119570951144709,0.13784791698138832,0.1344475782583875,0.16004840543945098,0.026659601038804492,0.10674907025399094,0.12708423938795754,0.15973077264610913,0.09156350280020698,0.18377285753421602,0.1364111760590897,0.12631942402729357,0.09937599047285406,0.15599556864666575,0.07816586286123084,0.14420822667022237,0.14253091189110245,0.11260118772706318,0.14784119449570976,0.14226469153457866,0.09691293953590063,0.10956609107164228,0.12914336567667273,0.07161042811927865,0.19109713205097256,0.1520349417645267,0.14726256225217815,0.1573846297155047,0.09639258485174673,0.09899722137155564,0.1661362911382217,0.11241952337973837,0.11053229713760204,0.194948312943377,0.06677006680204867,0.13628385190511005,0.1851387899116549,0.16683499717058747,0.12468397645102947,0.1343818650500821,0.1382177957882501,0.03708914251573703,0.12440782779736259,0.1643632581899177,0.21740180555575572,0.24696428474625176,0.15165318441612485,0.0017505219575895126,0.0010325996458598885,0.0021435192590865126,6.970379367599033e-05
Arctic Monkeys,0.18080288706448644,0.18564775614632767,0.1432455824270502,0.17028026710510746,1.0,0.18147690599551236,0.1595607539879671,0.12276274071662319,0.19495049042388268,0.1540300246280526,0.1326929408724682,0.2132263994344712,0.19440652339413744,0.15834517336914766,0.19181384387924338,0.006717783867501326,0.16617819657565214,0.1650201828079395,0.16665285661718454,0.10888946432016133,0.14932667543897593,0.21006801832205757,0.1505997070401207,0.0,0.16804471339906735,0.18766986988351786,0.16580292103248628,0.1379613442018559,0.16319006019112436,0.19718924692402495,0.19673428930541936,0.17670994043455956,0.21490102151253143,0.13842574015490117,0.1800975271571582,0.1623496999529327,0.18440696036529747,0.16607512372569766,0.15169583407375042,0.21211785354721846,0.17376753509095255,0.16799657677959356,0.1927044432032139,0.19301322767230455,0.2245756406291768,0.18183181576462526,0.18770443483175292,0.010627603844447608,0.14939019712460067,0.1730118182544862,0.17340368486674107,0.17584018857273542,0.045599196110851836,0.06800524037541666,0.18617145996813156,0.182655054166869,0.1499925449751951,0.23626950366320765,0.18770955641470521,0.17119881147492666,0.1558037071258811,0.18716379490984192,0.1931544520997831,0.15811002367099047,0.152331882668701,0.15620424990303072,0.20660087508273062,0.17874125730713475,0.20958831892500507,0.15931180018578683,0.10649103023378947,0.17057753018077526,0.030018464403840817,0.18002233934471956,0.018983028051031803,0.22215570412878183,0.16816288558531678,0.0,0.18690482305618072,0.14318788245285718,0.1110667397297248,0.13896781901226385,0.23219756519271217,0.07528311026727108,0.14977917671083485,0.1808849555937535,0.1338720157241332,0.10627848785408478,0.16077606985058712,0.1218725465614866,0.15292885185584126,0.011536041714741652,0.21667455204429853,0.18329445434474267,0.12840981031802245,0.001349316794421962,0.16555506535986897,0.18313273225493387,0.09872303656983317,0.17938217548635882,0.16465594714759202,0.2125644963175698,0.20169916433224744,0.11126910600840967,0.13148206443618538,0.15251816498691073,0.14605893570154282,0.13957956818464168,0.12735608122985964,0.18069758970448202,0.18959543702970105,0.11558509638752501,0.0913579664136922,0.14733835446111043,0.1490528314654671,0.11680236693134094,0.1788557438704943,0.13948925259112077,0.12036082803148018,0.1788167430023454,0.1496640764293432,0.17994139950075239,0.15474685429904744,0.05883921017459193,0.12166243329902549,0.18464483077870897,0.15753715163051996,0.202043950117483,0.14942988973908822,0.14756721699499287,0.1423905323558401,0.10209781439937371,0.17775445752154184,0.13908766536052775,0.1592178430647242,0.16732001065753932,0.20045136878978087,0.03216897637065941,0.12839799319192924,0.14502174991225625,0.18299217862259431,0.10400223238232986,0.2053789581535772,0.15151864758926115,0.14419705629716129,0.1148086132293561,0.17591829654488467,0.07483852616383957,0.16207191580897684,0.16586654503855225,0.08985418359744246,0.17472385782192634,0.1538500417756019,0.11391254717638777,0.1313659057187777,0.14326742358295697,0.0881543367621922,0.2063544228740597,0.1781586494328774,0.16193393789424704,0.18159121557717017,0.12116860529761952,0.12026476226673388,0.18397772804395152,0.13131635261631747,0.13002741267710838,0.19852400673443227,0.07611575148682825,0.16165095984129996,0.19121908929122688,0.1894036822648153,0.14186601365025275,0.15771030824680032,0.15579606048348216,0.03440039464063516,0.143672741122302,0.1862948391201057,0.23937868179988075,0.277811608004388,0.15876176234994188,0.002870622532781253,0.0007354552887427479,0.002155156012491055,0.000693229399698736
Billie Eilish,0.17468497200414967,0.1756875987974975,0.13803752260101243,0.1619814626767565,0.18147690599551236,1.0,0.143734890357473,0.133451738992594,0.17941566821364852,0.15956983617621057,0.12498478775844357,0.21803013229632662,0.21547819661535728,0.1380168408432454,0.19319428502138403,0.010356401708237595,0.1774056290877184,0.17215627292326652,0.1500079970665289,0.10386430853199546,0.11541944455477271,0.18236843101109756,0.0648316839956099,0.0,0.14768402594289531,0.17091974600610627,0.1829833391712723,0.1363865702543543,0.16520549079810942,0.15636920370187035,0.18847278444234528,0.17549960113798957,0.22179067535488628,0.1360995968999439,0.14590806517263832,0.14975548746227385,0.1995092259485809,0.15960876987893302,0.1528100502965134,0.18351840824373322,0.15833619263548904,0.14874799476101064,0.16420178451108436,0.20752082207175093,0.21796017889050812,0.17686493081368226,0.19613571614729763,0.010480988724937745,0.11797651742020931,0.16428087745569842,0.16700646721905044,0.1644449399131449,0.03151689083590559,0.054190950040799435,0.1740511400406315,0.17923773957179767,0.13424461583201897,0.23041861942762976,0.20673885377799595,0.18496145779320095,0.14998316925400834,0.1580867179093327,0.19107852931798686,0.1562390984377966,0.1565135677878986,0.16368629219084285,0.21678655196895558,0.1715803424328327,0.1854136057042679,0.1788442632351075,0.12026769607631771,0.17038945488327195,0.027264705642851994,0.18185116057288142,0.02067130515622062,0.2029914357957544,0.16978866926747993,0.0,0.15685954847430283,0.12794625486190214,0.08705598829457106,0.11632942310289351,0.19997723108943133,0.07248753013840958,0.14676383006558136,0.15661572275767388,0.13240732876803063,0.1030821535331432,0.16350022727251257,0.11617203542181687,0.11531116164592803,0.013173987591022174,0.2123579543976517,0.16717528736091913,0.11412973724825526,0.0014853871255908757,0.14515885074092938,0.17101965354783943,0.10157678248878377,0.16351511250493833,0.17223684585506482,0.20514819473868406,0.175390046536816,0.10257215594855418,0.10437877097566362,0.14595662664666287,0.1269975106372928,0.1346535231298046,0.11055123342897599,0.16008219721159012,0.15890234734702158,0.10513194679492666,0.08308576638777265,0.13337269403699725,0.1338161552506002,0.1108969711572253,0.1751810624368071,0.11934222846307563,0.12568181773782738,0.15262435735440372,0.10392312433807727,0.13931614459400576,0.1310773242314356,0.062424811784550505,0.10838403925775264,0.18694287864268977,0.1671504806091847,0.17933290162502824,0.14814572247809643,0.14267706976784944,0.14483578112663786,0.09852211407400358,0.1544224699892891,0.10963211701203335,0.1415501844380247,0.13566129580727848,0.17665690050390914,0.03236489560490696,0.10292849561685946,0.14691266080927912,0.16168214135216719,0.10123099365785337,0.23140387055558376,0.165796475629284,0.13751302631433937,0.10711744074252627,0.17828943499941863,0.07187497332830761,0.1447885556814278,0.1633368697014288,0.09651368704186469,0.16915770365502003,0.1381075725569143,0.1015736030515092,0.10647031844681387,0.13864757286313067,0.0849169082924286,0.20307485677200976,0.19877130745154492,0.17949079682845326,0.15268388927536225,0.10452682216679676,0.09608195364099892,0.17829710205600124,0.12277084271828054,0.1282815892270588,0.18934594361032042,0.07154444766776669,0.139377061090885,0.16437431979499784,0.16753345239238593,0.1422400849966241,0.1548790525631384,0.14272242112455202,0.025455637696864764,0.1317185223140349,0.1780443625313426,0.24010612004264686,0.26610222620485,0.16812215954090348,0.0019637115855148934,0.0006841949707897532,0.0017213610317036165,0.0008206651921661701
Black Eyed Peas,0.1483527648612234,0.16274442858597127,0.12126638327663508,0.15124851061299527,0.1595607539879671,0.143734890357473,1.0,0.10473059941701723,0.16373040428563412,0.12971080579810823,0.10856308303196216,0.18574566139019055,0.16053155253140305,0.13051764109983133,0.15351735769484165,0.012024120085014078,0.14477173550686262,0.13661075146024326,0.15036940441043867,0.088544379982062,0.12171122005116586,0.16279221125540866,0.0761714864902181,0.0,0.1327409074347886,0.17586865351897774,0.1456241641025302,0.14440600061556474,0.13380315438383794,0.162915285873656,0.16187860605083648,0.16239961490751664,0.1975206217310428,0.12729062813090974,0.1413381651020127,0.13722453801440548,0.14700464844623073,0.1711867163178209,0.12447248144949052,0.1780216546041289,0.15280988394481976,0.15141660863534456,0.16131710545550737,0.16270822673651952,0.1995057256113375,0.1536624546737183,0.15708664795565364,0.012973141261039878,0.1263372080542322,0.17665623224095717,0.14776642830792674,0.13817489116738935,0.03953183030606211,0.05531801822058757,0.1665755638980605,0.16390636523889923,0.1510141010579763,0.21182216060763104,0.16101456682760618,0.1484540848859376,0.12907402124540934,0.15870994427435037,0.15474264229937884,0.12705088375091989,0.13238405138250098,0.13090679091198254,0.1888716488986455,0.15185815004734393,0.17486321753729928,0.13102782523023704,0.09120335815080671,0.15304119132622485,0.027210209332568458,0.1502172631238039,0.018708681340798727,0.20146472174784535,0.1455066936535092,0.0,0.1540160830941828,0.12098219310117442,0.09252340267960424,0.11565013953869185,0.17997329712021148,0.07883181645671267,0.1225381161642124,0.1438407587169841,0.11077299933827933,0.09261974681182206,0.1459519359841439,0.1044502866950382,0.14010323060010166,0.011678273539183492,0.17685855069456036,0.15285994858139207,0.11201264779822628,0.028744803899834026,0.15338137589778067,0.16099739526093026,0.0885856402419628,0.1437020164305799,0.14961712114295422,0.17234433354117806,0.15804476124374645,0.09431661553166681,0.11250782356333633,0.12277372612112125,0.12450557699725784,0.11911709073789356,0.1066286439945272,0.16763803934343602,0.1561961156195506,0.1035177875525658,0.0839567568228019,0.12071777070305167,0.12108684251620572,0.09840454683495903,0.14610478347843447,0.11495871388458012,0.09820538201441043,0.14836621599425992,0.11840251159352566,0.14595442805630365,0.12385231880069758,0.04528194121068463,0.10112608868129691,0.14506665797241536,0.1292375311358831,0.14695565044046788,0.1286448685068533,0.12637924538529222,0.12239817243656681,0.08689107856515865,0.145785906244843,0.1141923340471912,0.1341892139759987,0.13168419215511462,0.15557379539025573,0.0246298971529898,0.10648106152651593,0.1253397708202797,0.15075161126894632,0.09496044871672793,0.16908529080769552,0.1548087146959347,0.11661166250857713,0.09797751135736033,0.15305897481818187,0.06765085818358585,0.13685189745575277,0.13301398099104533,0.0783401299449773,0.14491313739121825,0.12871714421952585,0.09547887358080498,0.10520746763093647,0.1266004698529657,0.07196245156131675,0.16970623531002638,0.1585877349628676,0.1395160715907715,0.1436084952024056,0.09510939223105996,0.0992994771472766,0.15519085023962553,0.10613503695714543,0.1041383104095942,0.1831778313579966,0.06919144058584625,0.12913276896658732,0.16308875599417716,0.15714034114749087,0.1337949884634403,0.12378153772020373,0.12643979612167555,0.04535663549533697,0.12456608055299934,0.1994640162824376,0.21613005413972286,0.23854347293446976,0.1516301875262508,0.0024845651063845064,0.0005221801464364573,0.0034011647945855206,0.0005794498361482159
